Country,Stage,Category,source,Production(kg)_2024,Import(kg)_2024,Export(kg)_2024,Consumption(kg)_2024
Benin,raw,Lithium,,0.0,145267.0,0.0,145267.0
Benin,raw,Magnesium,,0.0,52000.0,0.0,52000.0
Benin,raw,Zirconium,,0.0,50.0,0.0,50.0
Bermuda,processed,Aluminium,,0.0,89307.29,19.0,89288.29
Bermuda,processed,Bauxite,,0.0,260.0,0.0,260.0
Bermuda,processed,Boron,,0.0,5.0,0.0,5.0
Bermuda,processed,Copper,,0.0,2994.92,92.79,2902.13
Bermuda,processed,Gold,,0.0,30.03,0.0,30.03
Bermuda,processed,Lead,,0.0,31.0,0.0,31.0
Bermuda,processed,Lithium,,0.0,400.76,0.0,400.76
Bermuda,processed,Magnesium,,0.0,5.0,0.0,5.0
Bermuda,processed,Nickel,,0.0,90.5,0.0,90.5
Bermuda,processed,Platinum Group Metals,,0.0,389.91,0.0,389.91
Bermuda,processed,Rare Earths,,0.0,16.0,0.0,16.0
Bermuda,processed,Silicon,,0.0,5373.6,0.0,5373.6
Bermuda,processed,Silver,,0.0,412.23,0.0,412.23
Bermuda,processed,Tin,,0.0,7666.28,0.0,7666.28
Bermuda,processed,Titanium,,0.0,7.0,0.0,7.0
Bermuda,processed,Zinc,,0.0,3684.0,0.0,3684.0
Bermuda,raw,Boron,,0.0,3.0,0.0,3.0
Bermuda,raw,Copper,,0.0,35.0,0.0,35.0
Bermuda,raw,Fluorspar,,0.0,12.0,0.0,12.0
Bermuda,raw,Graphite,,0.0,11.0,0.0,11.0
Bermuda,raw,Lithium,,0.0,3178.87,0.0,3178.87
Bhutan,processed,Silicon,USGS,80000000.0,0.0,0.0,80000000.0
Bolivia,processed,Boron,BGS,327253000.0,0.0,0.0,327253000.0
Bolivia,processed,Copper,BGS,1600000.0,0.0,0.0,1600000.0
Bolivia,processed,Lead,BGS,4200000.0,0.0,0.0,4200000.0
Bolivia,processed,Tin,BGS,14899000.0,0.0,0.0,14899000.0
Bolivia,raw,Antimony,WMD,3884000.0,0.0,0.0,3884000.0
Bolivia,raw,Bismuth,WMD,58000.0,0.0,0.0,58000.0
Bolivia,raw,Boron,WMD,327253000.0,0.0,0.0,327253000.0
Bolivia,raw,Copper,WMD,3881000.0,0.0,0.0,3881000.0
Bolivia,raw,Gold,WMD,46615.0,0.0,0.0,46615.0
Bolivia,raw,Lead,WMD,102927000.0,0.0,0.0,102927000.0
Bolivia,raw,Lithium,WMD,380000.0,0.0,0.0,380000.0
Bolivia,raw,Manganese,WMD,560000.0,0.0,0.0,560000.0
Bolivia,raw,Silver,WMD,1350216.0,0.0,0.0,1350216.0
Bolivia,raw,Tantalum,WMD,1000.0,0.0,0.0,1000.0
Bolivia,raw,Tin,WMD,18693000.0,0.0,0.0,18693000.0
Bolivia,raw,Zinc,WMD,491768000.0,0.0,0.0,491768000.0
Bolivia (Plurinational State Of),processed,Bauxite,,0.0,486582.879,0.0,486582.879
Bolivia (Plurinational State Of),processed,Cadmium,,0.0,327.596,0.0,327.596
Bolivia (Plurinational State Of),processed,Chromium,,0.0,20404.55,0.0,20404.55
Bolivia (Plurinational State Of),processed,Cobalt,,0.0,1102.132,0.0,1102.132
Bolivia (Plurinational State Of),processed,Copper,,0.0,11529994.521,7335971.199999999,4194023.3210000005
Bolivia (Plurinational State Of),processed,Magnesium,,0.0,1044112.993,0.0,1044112.993
Bolivia (Plurinational State Of),processed,Manganese,,0.0,2206303.16,0.0,2206303.16
Bolivia (Plurinational State Of),processed,Molybdenum,,0.0,1194.439,0.0,1194.439
Bolivia (Plurinational State Of),processed,Rare Earths,,0.0,45.638,0.0,45.638
Bolivia (Plurinational State Of),processed,Silicon,,0.0,6199564.329,8436.84,6191127.489
Bolivia (Plurinational State Of),processed,Titanium,,0.0,50543.418,0.0,50543.418
Bolivia (Plurinational State Of),processed,Vanadium,,0.0,10419.618,0.0,10419.618
Bolivia (Plurinational State Of),processed,Zinc,,0.0,1118704.654,0.0,1118704.654
Bolivia (Plurinational State Of),raw,Aluminium,,0.0,601554.312,0.0,601554.312
Bolivia (Plurinational State Of),raw,Bauxite,,0.0,601554.312,0.0,601554.312
Bolivia (Plurinational State Of),raw,Chromium,,0.0,51798.114,0.0,51798.114
Bolivia (Plurinational State Of),raw,Fluorspar,,0.0,249978.18800000002,0.0,249978.18800000002
Bolivia (Plurinational State Of),raw,Graphite,,0.0,544969.894,0.0,544969.894
Bolivia (Plurinational State Of),raw,Manganese,,0.0,23257.794,0.0,23257.794
Bolivia (Plurinational State Of),raw,Molybdenum,,0.0,1.642,0.0,1.642
Bolivia (Plurinational State Of),raw,Zirconium,,0.0,18132.758,0.0,18132.758
Bosnia & Herzegovina,processed,Aluminium,BGS,35600000.0,0.0,0.0,35600000.0
Bosnia & Herzegovina,processed,Graphite,BGS,5000.0,0.0,0.0,5000.0
Bosnia & Herzegovina,raw,Lead,BGS,4075000.0,0.0,0.0,4075000.0
Bosnia & Herzegovina,raw,Zinc,BGS,5900000.0,0.0,0.0,5900000.0
Bosnia Herzegovina,processed,Boron,,0.0,219719.744,816.0,218903.744
Bosnia Herzegovina,processed,Chromium,,0.0,87298.0,0.0,87298.0
Bosnia Herzegovina,processed,Cobalt,,0.0,8016.0,0.0,8016.0
Bosnia Herzegovina,processed,Copper,,0.0,254363968.856,57294284.84,197069684.016
Bosnia Herzegovina,processed,Lead,,0.0,15050939.44,1376810.6,13674128.84
Bosnia Herzegovina,processed,Lithium,,0.0,58.48,0.0,58.48
Bosnia Herzegovina,processed,Magnesium,,0.0,2191698.08,0.0,2191698.08
Bosnia Herzegovina,processed,Manganese,,0.0,14009.6,0.0,14009.6
Bosnia Herzegovina,processed,Molybdenum,,0.0,259.68,0.0,259.68
Bosnia Herzegovina,processed,Nickel,,0.0,333922.48,0.0,333922.48
Bosnia Herzegovina,processed,Platinum Group Metals,,0.0,18.4,0.0,18.4
Bosnia Herzegovina,processed,Rare Earths,,0.0,101.28,0.0,101.28
Bosnia Herzegovina,processed,Silver,,0.0,4205665.92,2207980.0,1997685.92
Bosnia Herzegovina,processed,Tin,,0.0,8777393.52,40971.0,8736422.52
Bosnia Herzegovina,processed,Titanium,,0.0,364452.07999999996,2.12,364449.95999999996
Bosnia Herzegovina,processed,Vanadium,,0.0,540.0,0.0,540.0
Bosnia Herzegovina,processed,Zinc,,0.0,77464926.88,187120.0,77277806.88
Bosnia Herzegovina,raw,Aluminium,,0.0,763738640.0,224160036.0,539578604.0
Bosnia Herzegovina,raw,Bauxite,,0.0,763738640.0,224160036.0,539578604.0
Bosnia Herzegovina,raw,Boron,,0.0,1280.0,0.0,1280.0
Bosnia Herzegovina,raw,Chromium,,0.0,731640.0,0.0,731640.0
Bosnia Herzegovina,raw,Fluorspar,,0.0,5432080.0,4607.2,5427472.8
Bosnia Herzegovina,raw,Graphite,,0.0,21271.2,44.0,21227.2
Bosnia Herzegovina,raw,Magnesium,,0.0,218.56,0.0,218.56
Bosnia Herzegovina,raw,Manganese,,0.0,196231.12,0.0,196231.12
Bosnia Herzegovina,raw,Selenium,,0.0,1603.2,0.0,1603.2
Bosnia-Herzegovina,raw,Aluminium,WMD,64465000.0,0.0,0.0,64465000.0
Bosnia-Herzegovina,raw,Bauxite,WMD,548160000.0,0.0,0.0,548160000.0
Bosnia-Herzegovina,raw,Lead,WMD,6670000.0,0.0,0.0,6670000.0
Bosnia-Herzegovina,raw,Zinc,WMD,8050000.0,0.0,0.0,8050000.0
Botswana,raw,Copper,WMD,72411000.0,0.0,0.0,72411000.0
Botswana,raw,Gold,WMD,331.0,0.0,0.0,331.0
Botswana,raw,Silver,WMD,55396.0,0.0,0.0,55396.0
Brazil,processed,Arsenic,,0.0,101814.596,100.0,101714.596
Brazil,processed,Boron,,0.0,263231145.238,267470.144,262963675.094
Brazil,processed,Chromium,,0.0,10030288.964,89822.0,9940466.964
Brazil,processed,Cobalt,BGS,0.0,4725217.0600000005,398956.0,4326261.0600000005
Brazil,processed,Copper,BGS,38600000.0,349799379.643,235489248.151,152910131.492
Brazil,processed,Fluorspar,BGS,28365000.0,0.0,0.0,28365000.0
Brazil,processed,Gallium,,0.0,45016.69,7668.0,37348.69
Brazil,processed,Germanium,,0.0,45016.69,7668.0,37348.69
Brazil,processed,Graphite,BGS,66346000.0,0.0,0.0,66346000.0
Brazil,processed,Imdium,,0.0,45016.69,7668.0,37348.69
Brazil,processed,Indium,BGS,5000.0,0.0,0.0,5000.0
Brazil,processed,Lead,BGS,286000000.0,147244615.796,8687872.044,424556743.752
Brazil,processed,Molybdenum,,0.0,3896417.058,827797.192,3068619.8660000004
Brazil,processed,Nickel,BGS,57000000.0,26173831.603,5224179.404,77949652.199
Brazil,processed,Niobium,,0.0,45056.158,18768.0,26288.158000000003
Brazil,processed,Rare Earths,,0.0,2861289.772,121809.114,2739480.658
Brazil,processed,Silicon,USGS,390000000.0,133803556.75599998,166227983.1,357575573.656
Brazil,processed,Titanium,,0.0,34912302.467999995,236492.0,34675810.467999995
Brazil,processed,Zinc,BGS,230500000.0,241937213.01900002,221113508.722,251323704.29700005
Brazil,raw,Bauxite,WMD,32032491000.0,12091184.0,5336262567.0,26708319617.0
Brazil,raw,Boron,,0.0,655941767.102,626306.0,655315461.102
Brazil,raw,Cadmium,WMD,100000.0,0.0,0.0,100000.0
Brazil,raw,Chromium,WMD,193532000.0,11849723.0,24312104.0,181069619.0
Brazil,raw,Cobalt,WMD,165000.0,30.0,0.0,165030.0
Brazil,raw,Fluorspar,WMD,28365000.0,20156595.0,332200.0,48189395.0
Brazil,raw,Graphite,WMD,56053000.0,861614.774,23528322.592,33386292.181999996
Brazil,raw,Magnesium,WMD,1413000000.0,24237.9,635446.0,1412388791.9
Brazil,raw,Molybdenum,BGS,200000.0,48758604.0,5880144.0,43078460.0
Brazil,raw,Niobium,WMD,109520000.0,99950.0,1482719.362,108137230.638
Brazil,raw,Rare Earths,WMD,1280000.0,0.0,0.0,1280000.0
Brazil,raw,Selenium,,0.0,170821.892,42200.0,128621.89199999999
Brazil,raw,Silver,WMD,102640.0,0.0,0.0,102640.0
Brazil,raw,Tantalum,WMD,380000.0,0.0,0.0,380000.0
Brazil,raw,Tin,WMD,25121000.0,215814.0,14339940.0,10996874.0
Brazil,raw,Titanium,WMD,79220000.0,55761921.564,122834462.0,12147459.56400001
Brazil,raw,Vanadium,WMD,6508000.0,99950.0,1482719.362,5125230.638
Brazil,raw,Zinc,WMD,194030000.0,325728768.0,47137004.0,472621764.0
Brazil,raw,Zirconium,WMD,8397000.0,29866928.0,20000.0,38243928.0
Brunei Darussalam,processed,Aluminium,,0.0,8814617.0,5580049.0,3234568.0
Brunei Darussalam,processed,Bauxite,,0.0,6932607.0,0.0,6932607.0
Brunei Darussalam,processed,Copper,,0.0,66310.0,94.0,66216.0
Brunei Darussalam,processed,Lead,,0.0,2970.0,0.0,2970.0
Brunei Darussalam,processed,Silicon,,0.0,45925.112,19270.0,26655.112
Brunei Darussalam,processed,Tin,,0.0,1946.0,1000.0,946.0
Brunei Darussalam,raw,Copper,,0.0,87200.0,0.0,87200.0
Brunei Darussalam,raw,Graphite,,0.0,3000.0,0.0,3000.0
Brunei Darussalam,raw,Lithium,,0.0,19115.0,2648.0,16467.0
Bulgaria,processed,Arsenic,,0.0,58000.0,8000.0,50000.0
Bulgaria,processed,Bauxite,,0.0,41274275.366,18803580.0,22470695.365999997
Bulgaria,processed,Boron,,0.0,1006275.73,210012.0,796263.73
Bulgaria,processed,Chromium,,0.0,243108.21600000001,0.0,243108.21600000001
Bulgaria,processed,Cobalt,,0.0,7548.388,1264.0,6284.388
Bulgaria,processed,Gold,,0.0,23218.722,10756.672,12462.050000000001
Bulgaria,processed,Lithium,,0.0,8962.088,0.0,8962.088
Bulgaria,processed,Magnesium,,0.0,13391393.48,687176.0,12704217.48
Bulgaria,processed,Manganese,,0.0,76000.0,23680.0,52320.0
Bulgaria,processed,Nickel,,0.0,2952852.2600000002,1411835.544,1541016.7160000002
Bulgaria,processed,Platinum Group Metals,,0.0,169296.532,113149.444,56147.088
Bulgaria,processed,Rare Earths,,0.0,168.0,0.0,168.0
Bulgaria,processed,Silicon,,0.0,40786418.813,1021478.996,39764939.817
Bulgaria,processed,Silver,,0.0,5189005.214,3802932.528,1386072.6859999998
Bulgaria,processed,Tellurium,BGS,1000.0,0.0,0.0,1000.0
Bulgaria,processed,Tin,,0.0,1137238.75,73100.632,1064138.118
Bulgaria,processed,Vanadium,,0.0,263956.54,116000.0,147956.53999999998
Bulgaria,raw,Aluminium,,0.0,800000.0,62400.0,737600.0
Bulgaria,raw,Bauxite,,0.0,800000.0,62400.0,737600.0
Bulgaria,raw,Cadmium,WMD,306000.0,0.0,0.0,306000.0
Bulgaria,raw,Chromium,,0.0,3546848.0,0.0,3546848.0
Bulgaria,raw,Copper,WMD,121130000.0,4227249981.36,2347462384.0,2000917597.3600006
Bulgaria,raw,Fluorspar,,0.0,12183476.0,0.0,12183476.0
Bulgaria,raw,Gold,WMD,9276.0,205291740.0,103082112.0,102218904.0
Bulgaria,raw,Graphite,,0.0,185526.364,0.0,185526.364
Bulgaria,raw,Lead,WMD,20690000.0,251548076.0,103591616.0,168646460.0
Bulgaria,raw,Lithium,,0.0,23250550.436,5504720.0,17745830.436
Bulgaria,raw,Magnesium,,0.0,41393060.0,0.0,41393060.0
Bulgaria,raw,Manganese,WMD,3000000.0,276000.0,0.0,3276000.0
Bulgaria,raw,Molybdenum,,0.0,939.932,84.0,855.932
Bulgaria,raw,Selenium,,0.0,31472.0,1400.0,30072.0
Bulgaria,raw,Silver,WMD,22800.0,36910000.0,0.0,36932800.0
Bulgaria,raw,Tin,,0.0,4.0,0.0,4.0
Bulgaria,raw,Titanium,,0.0,88000.0,0.0,88000.0
Bulgaria,raw,Zinc,WMD,17830000.0,355704448.0,4563628.0,368970820.0
Bulgaria,raw,Zirconium,,0.0,1393640.0,691200.0,702440.0
Burkina Faso,processed,Aluminium,,0.0,19481676.0,14646346.0,4835330.0
Burkina Faso,processed,Bauxite,,0.0,7050726.0,200000.0,6850726.0
Burkina Faso,processed,Boron,,0.0,603942.0,5000.0,598942.0
Burkina Faso,processed,Copper,,0.0,637012.0,17200.0,619812.0
Burkina Faso,processed,Gold,,0.0,220.0,58.0,162.0
Burkina Faso,processed,Lithium,,0.0,12.0,0.0,12.0
Burkina Faso,processed,Manganese,,0.0,560.0,0.0,560.0
Burkina Faso,processed,Molybdenum,,0.0,172.0,0.0,172.0
Burkina Faso,processed,Nickel,,0.0,10272.0,2284.0,7988.0
Burkina Faso,processed,Platinum Group Metals,,0.0,2.0,0.0,2.0
Burkina Faso,processed,Rare Earths,,0.0,32.0,0.0,32.0
Burkina Faso,processed,Silicon,,0.0,26770.0,144.0,26626.0
Burkina Faso,processed,Tin,,0.0,4284.0,0.0,4284.0
Burkina Faso,processed,Titanium,,0.0,13564.0,0.0,13564.0
Burkina Faso,processed,Zinc,,0.0,62940.0,0.0,62940.0
Burkina Faso,raw,Boron,,0.0,28.0,0.0,28.0
Burkina Faso,raw,Copper,,0.0,112.0,0.0,112.0
Burkina Faso,raw,Gold,WMD,57338.0,0.0,1300.0,56038.0
Burkina Faso,raw,Graphite,,0.0,58810.0,0.0,58810.0
Burkina Faso,raw,Lithium,,0.0,453038.0,2850.0,450188.0
Burkina Faso,raw,Silver,WMD,7891.0,0.0,0.0,7891.0
Burma,raw,Rare Earths,USGS,31000000.0,0.0,0.0,31000000.0
Burundi,raw,Gold,WMD,1054.0,0.0,0.0,1054.0
Burundi,raw,Lithium,WMD,13000.0,0.0,0.0,13000.0
Burundi,raw,Niobium,WMD,1000.0,0.0,0.0,1000.0
Burundi,raw,Tantalum,WMD,2000.0,0.0,0.0,2000.0
Burundi,raw,Tin,WMD,70000.0,0.0,0.0,70000.0
Cabo Verde,processed,Aluminium,,0.0,1466328.0,0.0,1466328.0
Cabo Verde,processed,Bauxite,,0.0,35813.0,0.0,35813.0
Cabo Verde,processed,Boron,,0.0,660.0,0.0,660.0
Cabo Verde,processed,Copper,,0.0,12321.0,0.0,12321.0
Cabo Verde,processed,Lead,,0.0,330.0,0.0,330.0
Cabo Verde,processed,Lithium,,0.0,1008.0,0.0,1008.0
Cabo Verde,processed,Magnesium,,0.0,7.0,0.0,7.0
Cabo Verde,processed,Platinum Group Metals,,0.0,3.0,0.0,3.0
Cabo Verde,processed,Rare Earths,,0.0,1.0,0.0,1.0
Cabo Verde,processed,Silicon,,0.0,8058.0,0.0,8058.0
Cabo Verde,processed,Silver,,0.0,21.0,0.0,21.0
Cabo Verde,processed,Tin,,0.0,299.0,0.0,299.0
Cabo Verde,processed,Titanium,,0.0,78448.0,0.0,78448.0
Cabo Verde,processed,Zinc,,0.0,207.0,0.0,207.0
Cabo Verde,raw,Copper,,0.0,5.0,0.0,5.0
Cabo Verde,raw,Graphite,,0.0,443.0,0.0,443.0
Cabo Verde,raw,Lithium,,0.0,15765.0,0.0,15765.0
Cabo Verde,raw,Tin,,0.0,154.0,0.0,154.0
Cambodia,processed,Aluminium,,0.0,198201688.51,39415121.9,158786566.60999998
Cambodia,processed,Bauxite,,0.0,49220097.7,0.0,49220097.7
Cambodia,processed,Boron,,0.0,77065.45,0.0,77065.45
Cambodia,processed,Chromium,,0.0,5000.0,0.0,5000.0
Cambodia,processed,Copper,,0.0,18717070.518,15009352.63,3707717.8879999984
Cambodia,processed,Magnesium,,0.0,224832.0,0.0,224832.0
Cambodia,processed,Silicon,,0.0,7788836.2299999995,2230.1,7786606.13
Cambodia,processed,Silver,,0.0,631.6800000000001,0.0,631.6800000000001
Cambodia,processed,Tin,,0.0,253675.47,563.0,253112.47
Cambodia,processed,Titanium,,0.0,1873710.0,0.0,1873710.0
Cambodia,processed,Zinc,,0.0,7146895.0,342485.0,6804410.0
Cambodia,raw,Aluminium,,0.0,0.3,0.0,0.3
Cambodia,raw,Bauxite,,0.0,0.3,0.0,0.3
Cambodia,raw,Cobalt,,0.0,90.0,0.0,90.0
Cambodia,raw,Copper,,0.0,40966900.2,8534850.0,32432050.200000003
Cambodia,raw,Gold,WMD,3524.0,0.0,0.0,3524.0
Cambodia,raw,Graphite,,0.0,24700.0,0.0,24700.0
Cambodia,raw,Lead,,0.0,12673165.4,0.0,12673165.4
Cambodia,raw,Lithium,,0.0,188500.0,3689.95,184810.05
Cambodia,raw,Magnesium,,0.0,10000.0,0.0,10000.0
Cambodia,raw,Molybdenum,,0.0,1057091.0,0.0,1057091.0
Cambodia,raw,Nickel,,0.0,1281730.0,0.0,1281730.0
Cambodia,raw,Niobium,,0.0,2192134.0,0.0,2192134.0
Cambodia,raw,Vanadium,,0.0,2192134.0,0.0,2192134.0
Cambodia,raw,Zinc,,0.0,558715.0,0.0,558715.0
Cambodia,raw,Zirconium,,0.0,590.0,0.0,590.0
Cameroon,processed,Aluminium,BGS,62200000.0,0.0,0.0,62200000.0
Cameroon,raw,Aluminium,WMD,62180000.0,0.0,0.0,62180000.0
Cameroon,raw,Gold,WMD,431.0,0.0,0.0,431.0
Canada,processed,Aluminium,BGS,3301844000.0,24905708369.2,16642067673.708,11565484695.492
Canada,processed,Arsenic,,0.0,336092.0,18164.0,317928.0
Canada,processed,Bauxite,USGS,1500000000.0,21103273093.861,604682740.0,21998590353.861
Canada,processed,Boron,,0.0,448099905.68,34452856.0,413647049.68
Canada,processed,Chromium,,0.0,9939292.651999999,3278888.0,6660404.651999999
Canada,processed,Gallium,,0.0,810891.32,539960.0,270931.31999999995
Canada,processed,Germanium,USGS,0.0,810891.32,539960.0,270931.31999999995
Canada,processed,Graphite,BGS,5800000.0,0.0,0.0,5800000.0
Canada,processed,Imdium,,0.0,810891.32,539960.0,270931.31999999995
Canada,processed,Indium,BGS,40000.0,0.0,0.0,40000.0
Canada,processed,Lithium,,0.0,2710370.316,86944.266,2623426.0500000003
Canada,processed,Magnesium,,0.0,322894535.384,231853460.0,91041075.384
Canada,processed,Manganese,,0.0,30241219.092,45952.0,30195267.092
Canada,processed,Molybdenum,,0.0,3162939.688,1423552.0159999998,1739387.6720000003
Canada,processed,Niobium,,0.0,1152903.3199999998,683408.0,469495.31999999983
Canada,processed,Platinum Group Metals,,0.0,10352438.748,5913447.256,4438991.492
Canada,processed,Rare Earths,,0.0,3263521.8260000004,792476.0,2471045.8260000004
Canada,processed,Selenium,BGS,120000.0,0.0,0.0,120000.0
Canada,processed,Silicon,USGS,50000000.0,523551760.902,253708074.0,319843686.90199995
Canada,processed,Silver,,0.0,43117203.841,8424302.059999999,34692901.781
Canada,processed,Tellurium,BGS,27000.0,0.0,0.0,27000.0
Canada,processed,Tin,,0.0,33647060.061,30458344.0,3188716.060999997
Canada,processed,Titanium,USGS,0.0,62760415.120000005,45935992.0,16824423.120000005
Canada,processed,Vanadium,,0.0,12400284.372,6661124.0,5739160.3719999995
Canada,raw,Aluminium,WMD,3274901000.0,14209762225.165,508844232.0,16975818993.165
Canada,raw,Bauxite,USGS,0.0,14209762225.165,508844232.0,13700917993.165
Canada,raw,Boron,,0.0,14179040.364,4995164.0,9183876.364
Canada,raw,Cadmium,WMD,1800000.0,0.0,0.0,1800000.0
Canada,raw,Chromium,,0.0,41229360.0,0.0,41229360.0
Canada,raw,Cobalt,WMD,3260000.0,0.0,15964.0,3244036.0
Canada,raw,Gold,WMD,191035.0,35295.268,14738.604,211591.664
Canada,raw,Indium,WMD,40000.0,0.0,0.0,40000.0
Canada,raw,Magnesium,WMD,230000000.0,1209354.332,198532.0,231010822.332
Canada,raw,Manganese,,0.0,5897316.0,367768.0,5529548.0
Canada,raw,Nickel,WMD,127237000.0,193555269.626,24826.0,320767443.626
Canada,raw,Platinum Group Metals,WMD,23721.0,0.0,0.0,23721.0
Canada,raw,Tantalum,BGS,11740000.0,0.0,0.0,11740000.0
Canada,raw,Tellurium,WMD,27000.0,2499352.364,2027348.0,499004.36400000006
Canada,raw,Titanium,WMD,470000000.0,743904364.0,578644.0,1213325720.0
Canada,raw,Zinc,WMD,109507000.0,1856812771.708,278658772.208,1687660999.5
Canada,raw,Zirconium,,0.0,7185520.0,168312.0,7017208.0
Cayman Isds,processed,Aluminium,,0.0,1969869.3139999998,480674.0,1489195.3139999998
Cayman Isds,processed,Bauxite,,0.0,1634.364,0.0,1634.364
Cayman Isds,processed,Boron,,0.0,270.157,0.0,270.157
Cayman Isds,processed,Gold,,0.0,0.276,0.0,0.276
Cayman Isds,processed,Lead,,0.0,39.836,22.18,17.656
Cayman Isds,processed,Nickel,,0.0,301.14,0.0,301.14
Cayman Isds,processed,Platinum Group Metals,,0.0,0.08,0.0,0.08
Cayman Isds,processed,Silicon,,0.0,7201.091,0.0,7201.091
Cayman Isds,processed,Silver,,0.0,9.159,0.0,9.159
Cayman Isds,processed,Tin,,0.0,1285.706,0.0,1285.706
Cayman Isds,processed,Titanium,,0.0,362.742,0.0,362.742
Cayman Isds,processed,Zinc,,0.0,704.124,0.0,704.124
Cayman Isds,raw,Aluminium,,0.0,33378.254,0.0,33378.254
Cayman Isds,raw,Bauxite,,0.0,33378.254,0.0,33378.254
Cayman Isds,raw,Boron,,0.0,681.504,0.0,681.504
Cayman Isds,raw,Copper,,0.0,17.796,0.0,17.796
Central African Rep.,processed,Aluminium,,0.0,750159.0,18246.0,731913.0
Central African Rep.,processed,Bauxite,,0.0,173000.0,0.0,173000.0
Central African Rep.,processed,Tin,,0.0,22086.0,0.0,22086.0
Central African Rep.,processed,Titanium,,0.0,10000.0,0.0,10000.0
Central African Republic,raw,Gold,WMD,1549.0,0.0,0.0,1549.0
Chile,processed,Aluminium,,0.0,93887823.522,44253304.524000004,49634518.997999996
Chile,processed,Arsenic,,0.0,3.3,0.0,3.3
Chile,processed,Bauxite,,0.0,10935933.152,437562.948,10498370.204
Chile,processed,Boron,BGS,450239000.0,925190.174,100630030.0,350534160.174
Chile,processed,Chromium,,0.0,1556702.952,1000.0,1555702.952
Chile,processed,Cobalt,,0.0,712.85,0.0,712.85
Chile,processed,Copper,BGS,3149800000.0,3195760.352,1971028346.93,1181967413.4220002
Chile,processed,Gallium,,0.0,11.06,0.0,11.06
Chile,processed,Germanium,,0.0,11.06,0.0,11.06
Chile,processed,Imdium,,0.0,11.06,0.0,11.06
Chile,processed,Magnesium,,0.0,13478761.84,513596.0,12965165.84
Chile,processed,Manganese,,0.0,618308.26,3200.0,615108.26
Chile,processed,Nickel,,0.0,104324.96800000001,2321.0,102003.96800000001
Chile,processed,Niobium,,0.0,11.16,0.0,11.16
Chile,processed,Rare Earths,,0.0,3049.973,0.0,3049.973
Chile,processed,Rhenium,BGS,30000.0,0.0,0.0,30000.0
Chile,processed,Selenium,BGS,100000.0,0.0,0.0,100000.0
Chile,processed,Silicon,,0.0,15645576.781,912191.45,14733385.331
Chile,processed,Tin,,0.0,195363.587,3664.386,191699.201
Chile,processed,Titanium,,0.0,946292.5210000001,87298.0,858994.5210000001
Chile,processed,Vanadium,,0.0,22234.410000000003,1400.0,20834.410000000003
Chile,processed,Zinc,,0.0,6676758.96,786030.0,5890728.96
Chile,raw,Aluminium,,0.0,563606.0,12580.203,551025.797
Chile,raw,Bauxite,,0.0,563606.0,12580.203,551025.797
Chile,raw,Boron,WMD,450239000.0,24274501.345,31176000.0,443337501.345
Chile,raw,Cobalt,,0.0,7.0,0.0,7.0
Chile,raw,Copper,WMD,5250400000.0,38732842.230000004,3738120531.17,1551012311.0599995
Chile,raw,Fluorspar,,0.0,215691.0,41420.0,174271.0
Chile,raw,Graphite,,0.0,35297.096,6004.56,29292.535999999996
Chile,raw,Lead,WMD,325000.0,160.908,0.0,325160.908
Chile,raw,Lithium,WMD,113200000.0,13391093.49,17375621.0,109215472.49
Chile,raw,Magnesium,,0.0,95817.915,0.0,95817.915
Chile,raw,Manganese,,0.0,46530.5,0.0,46530.5
Chile,raw,Molybdenum,WMD,44118000.0,40494242.446,78707174.0,5905068.44600001
Chile,raw,Nickel,,0.0,5.68,0.0,5.68
Chile,raw,Niobium,,0.0,14000.0,0.0,14000.0
Chile,raw,Rhenium,WMD,50754.0,0.0,0.0,50754.0
Chile,raw,Selenium,WMD,103000.0,3813.15,81000.0,25813.149999999994
Chile,raw,Silver,WMD,1262287.0,4417424.6,0.0,5679711.6
Chile,raw,Tellurium,,0.0,1.345,0.0,1.345
Chile,raw,Tin,,0.0,1.0,0.0,1.0
Chile,raw,Titanium,,0.0,36147.582,0.0,36147.582
Chile,raw,Vanadium,,0.0,14000.0,0.0,14000.0
China,processed,Aluminium,BGS,41594000000.0,7011688878.947,9680259127.039,38925429751.908
China,processed,Arsenic,BGS,24000000.0,1241.207,3099592.0,20901649.207
